x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
88.63398577727638,-0.845384482793738,-1.2980975354164812,-0.3926714301709948,NHL,shotDistance,2014-2024,33.1058907145
89.12639680937237,-0.7996964507654247,-1.2472540033717467,-0.3521388981591027,NHL,shotDistance,2014-2024,33.1058907145
89.61880784146834,-0.7502489630874583,-1.1928657211169278,-0.3076322050579886,NHL,shotDistance,2014-2024,33.1058907145
90.11121887356433,-0.6969368442658317,-1.1351129055589038,-0.2587607829727596,NHL,shotDistance,2014-2024,33.1058907145
90.6036299056603,-0.6398963860943443,-1.0745946496653853,-0.20519812252330327,NHL,shotDistance,2014-2024,33.1058907145
91.09604093775629,-0.5793050926951853,-1.0120193733590008,-0.1465908120313697,NHL,shotDistance,2014-2024,33.1058907145
91.58845196985226,-0.5153404681905482,-0.9481203222459114,-0.08256061413518512,NHL,shotDistance,2014-2024,33.1058907145
92.08086300194825,-0.44818001670261753,-0.8836231063102331,-0.01273692709500196,NHL,shotDistance,2014-2024,33.1058907145
92.57327403404422,-0.37800124235358923,-0.8192073403033475,0.06320485559616906,NHL,shotDistance,2014-2024,33.1058907145
93.0656850661402,-0.3049816492656464,-0.755467721850186,0.14550442331889313,NHL,shotDistance,2014-2024,33.1058907145
93.55809609823618,-0.2292987415609843,-0.6928819282988135,0.23428444517684482,NHL,shotDistance,2014-2024,33.1058907145
94.05050713033216,-0.15113002336179127,-0.6317921991059166,0.3295321523823341,NHL,shotDistance,2014-2024,33.1058907145
94.54291816242815,-0.07065299879025466,-0.5724040609085961,0.43109806332808664,NHL,shotDistance,2014-2024,33.1058907145
95.03532919452412,0.011954828031431441,-0.5148008153262777,0.5387104713891406,NHL,shotDistance,2014-2024,33.1058907145
95.52774022662011,0.09651595298108073,-0.45896851757018386,0.6520004235323453,NHL,shotDistance,2014-2024,33.1058907145
96.02015125871608,0.18285287193649785,-0.4048248088895332,0.7705305527625288,NHL,shotDistance,2014-2024,33.1058907145
96.51256229081207,0.2707880807755007,-0.35224603967503754,0.8938222012260388,NHL,shotDistance,2014-2024,33.1058907145
97.00497332290804,0.36014407537589127,-0.30108940655357674,1.0213775573053594,NHL,shotDistance,2014-2024,33.1058907145
97.49738435500403,0.45074335161548795,-0.2512090535740873,1.152695756805063,NHL,shotDistance,2014-2024,33.1058907145
97.9897953871,0.5424084053720946,-0.2024665839855193,1.2872833947297082,NHL,shotDistance,2014-2024,33.1058907145
